Timestamp,Cycle,Phase,Force_N,Material,Confidence,J1,J2,J3
21:18:34.858,1,Gripping,0.15,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:34.909,1,Gripping,0.30,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:34.960,1,Gripping,0.45,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.011,1,Gripping,0.60,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.063,1,Gripping,0.75,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.115,1,Gripping,0.90,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.166,1,Gripping,1.05,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.217,1,Gripping,1.20,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.269,1,Gripping,1.35,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.321,1,Gripping,1.50,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.372,1,Gripping,1.65,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.424,1,Gripping,1.80,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.477,1,Gripping,1.95,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.529,1,Gripping,2.10,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.580,1,Gripping,2.25,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.632,1,Gripping,2.40,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.684,1,Gripping,2.55,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.736,1,Gripping,2.70,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.787,1,Gripping,2.85,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.839,1,Gripping,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:35.840,1,Gripping (Hold),3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:38.265,1,Moving,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:39.274,1,Waiting,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:41.709,1,Moving,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:42.720,1,Waiting,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.222,1,Release,0.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.281,2,Gripping,0.15,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.333,2,Gripping,0.30,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.384,2,Gripping,0.45,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.435,2,Gripping,0.60,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.486,2,Gripping,0.75,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.538,2,Gripping,0.90,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.589,2,Gripping,1.05,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.641,2,Gripping,1.20,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.695,2,Gripping,1.35,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.746,2,Gripping,1.50,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.804,2,Gripping,1.65,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.856,2,Gripping,1.80,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.907,2,Gripping,1.95,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:43.959,2,Gripping,2.10,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.010,2,Gripping,2.25,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.061,2,Gripping,2.40,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.113,2,Gripping,2.55,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.164,2,Gripping,2.70,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.215,2,Gripping,2.85,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.266,2,Gripping,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:44.267,2,Gripping (Hold),3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:46.696,2,Moving,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:47.708,2,Waiting,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:50.142,2,Moving,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:51.151,2,Waiting,3.00,Sponge/Soft,80.3,0.0,0.0,0.0
21:18:51.653,2,Release,0.00,Sponge/Soft,80.3,0.0,0.0,0.0
