Timestamp,Cycle,Phase,Force_N,Material,Confidence,J1,J2,J3
23:03:25.410,1,Gripping,0.30,Wood,87.5,20.7,12.1,12.6
23:03:25.461,1,Gripping,0.60,Wood,87.5,20.7,12.1,12.6
23:03:25.513,1,Gripping,0.90,Wood,87.5,20.7,12.1,12.6
23:03:25.563,1,Gripping,1.20,Wood,87.5,20.7,12.1,12.6
23:03:25.615,1,Gripping,1.50,Wood,87.5,20.7,12.1,12.6
23:03:25.667,1,Gripping,1.80,Wood,87.5,20.7,12.1,12.6
23:03:25.718,1,Gripping,2.10,Wood,87.5,20.7,12.1,12.6
23:03:25.770,1,Gripping,2.40,Wood,87.5,20.7,12.1,12.6
23:03:25.820,1,Gripping,2.70,Wood,87.5,20.7,12.1,12.6
23:03:25.872,1,Gripping,3.00,Wood,87.5,20.7,12.1,12.6
23:03:25.923,1,Gripping,3.30,Wood,87.5,20.7,12.1,12.6
23:03:25.975,1,Gripping,3.60,Wood,87.5,20.7,12.1,12.6
23:03:26.027,1,Gripping,3.90,Wood,87.5,20.7,12.1,12.6
23:03:26.088,1,Gripping,4.20,Wood,87.5,20.7,12.1,12.6
23:03:26.141,1,Gripping,4.50,Wood,87.5,20.7,12.1,12.6
23:03:26.193,1,Gripping,4.80,Wood,87.5,20.7,12.1,12.6
23:03:26.245,1,Gripping,5.10,Wood,87.5,20.7,12.1,12.6
23:03:26.296,1,Gripping,5.40,Wood,87.5,20.7,12.1,12.6
23:03:26.347,1,Gripping,5.70,Wood,87.5,20.7,12.1,12.6
23:03:26.398,1,Gripping,6.00,Wood,87.5,20.7,12.1,12.6
23:03:26.398,1,Gripping (Hold),6.00,Wood,87.5,20.7,12.1,12.6
23:03:28.853,1,Moving,6.00,Wood,87.5,121.0,71.0,74.0
23:03:31.330,1,Moving,6.00,Wood,87.5,121.0,71.0,74.0
23:03:32.380,1,Moving,6.00,Wood,87.5,121.0,71.0,74.0
