Timestamp,Cycle,Phase,Force_N,Material,Confidence,J1,J2,J3
22:45:33.039,1,Gripping,0.25,Wood,87.7,110.2,61.4,66.4
22:45:33.090,1,Gripping,0.50,Wood,87.7,110.2,61.4,66.4
22:45:33.143,1,Gripping,0.75,Wood,87.7,110.2,61.4,66.4
22:45:33.194,1,Gripping,1.00,Wood,87.7,110.2,61.4,66.4
22:45:33.245,1,Gripping,1.25,Wood,87.7,110.2,61.4,66.4
22:45:33.297,1,Gripping,1.50,Wood,87.7,110.2,61.4,66.4
22:45:33.349,1,Gripping,1.75,Wood,87.7,110.2,61.4,66.4
22:45:33.400,1,Gripping,2.00,Wood,87.7,110.2,61.4,66.4
22:45:33.450,1,Gripping,2.25,Wood,87.7,110.2,61.4,66.4
22:45:33.502,1,Gripping,2.50,Wood,87.7,110.2,61.4,66.4
22:45:33.553,1,Gripping,2.75,Wood,87.7,110.2,61.4,66.4
22:45:33.605,1,Gripping,3.00,Wood,87.7,110.2,61.4,66.4
22:45:33.657,1,Gripping,3.25,Wood,87.7,110.2,61.4,66.4
22:45:33.708,1,Gripping,3.50,Wood,87.7,110.2,61.4,66.4
22:45:33.759,1,Gripping,3.75,Wood,87.7,110.2,61.4,66.4
22:45:33.811,1,Gripping,4.00,Wood,87.7,110.2,61.4,66.4
22:45:33.861,1,Gripping,4.25,Wood,87.7,110.2,61.4,66.4
22:45:33.913,1,Gripping,4.50,Wood,87.7,110.2,61.4,66.4
22:45:33.965,1,Gripping,4.75,Wood,87.7,110.2,61.4,66.4
22:45:34.016,1,Gripping,5.00,Wood,87.7,110.2,61.4,66.4
22:45:34.016,1,Gripping (Hold),5.00,Wood,87.7,110.2,61.4,66.4
22:45:36.442,1,Moving,5.00,Wood,87.7,121.0,71.0,74.0
22:45:38.874,1,Moving,5.00,Wood,87.7,121.0,71.0,74.0
22:45:41.305,1,Moving,5.00,Wood,87.7,121.0,71.0,74.0
22:45:42.313,1,Waiting,5.00,Wood,87.7,121.0,71.0,74.0
22:45:42.814,1,Release,0.00,Wood,87.7,121.0,71.0,74.0
22:45:45.242,1,Moving,0.00,Wood,87.7,121.0,71.0,74.0
22:45:46.264,1,Waiting,0.00,Wood,87.7,121.0,71.0,74.0
22:45:46.326,2,Gripping,0.25,Wood,87.7,121.0,71.0,74.0
22:45:46.378,2,Gripping,0.50,Wood,87.7,121.0,71.0,74.0
22:45:46.429,2,Gripping,0.75,Wood,87.7,121.0,71.0,74.0
22:45:46.481,2,Gripping,1.00,Wood,87.7,121.0,71.0,74.0
22:45:46.532,2,Gripping,1.25,Wood,87.7,121.0,71.0,74.0
22:45:46.584,2,Gripping,1.50,Wood,87.7,121.0,71.0,74.0
22:45:46.634,2,Gripping,1.75,Wood,87.7,121.0,71.0,74.0
22:45:46.685,2,Gripping,2.00,Wood,87.7,121.0,71.0,74.0
22:45:46.737,2,Gripping,2.25,Wood,87.7,121.0,71.0,74.0
22:45:46.788,2,Gripping,2.50,Wood,87.7,121.0,71.0,74.0
22:45:46.840,2,Gripping,2.75,Wood,87.7,121.0,71.0,74.0
22:45:46.893,2,Gripping,3.00,Wood,87.7,121.0,71.0,74.0
22:45:46.945,2,Gripping,3.25,Wood,87.7,121.0,71.0,74.0
22:45:46.996,2,Gripping,3.50,Wood,87.7,121.0,71.0,74.0
22:45:47.047,2,Gripping,3.75,Wood,87.7,121.0,71.0,74.0
