Timestamp,Cycle,Phase,Force_N,Material,Confidence,J1,J2,J3
22:43:47.145,1,Gripping,0.25,Wood,88.7,121.0,71.0,74.0
22:43:47.198,1,Gripping,0.50,Wood,88.7,121.0,71.0,74.0
22:43:47.250,1,Gripping,0.75,Wood,88.7,121.0,71.0,74.0
22:43:47.300,1,Gripping,1.00,Wood,88.7,121.0,71.0,74.0
22:43:47.353,1,Gripping,1.25,Wood,88.7,121.0,71.0,74.0
22:43:47.405,1,Gripping,1.50,Wood,88.7,121.0,71.0,74.0
22:43:47.458,1,Gripping,1.75,Wood,88.7,121.0,71.0,74.0
22:43:47.511,1,Gripping,2.00,Wood,88.7,121.0,71.0,74.0
22:43:47.564,1,Gripping,2.25,Wood,88.7,121.0,71.0,74.0
22:43:47.616,1,Gripping,2.50,Wood,88.7,121.0,71.0,74.0
22:43:47.668,1,Gripping,2.75,Wood,88.7,121.0,71.0,74.0
22:43:47.719,1,Gripping,3.00,Wood,88.7,121.0,71.0,74.0
22:43:47.771,1,Gripping,3.25,Wood,88.7,121.0,71.0,74.0
22:43:47.822,1,Gripping,3.50,Wood,88.7,121.0,71.0,74.0
22:43:47.876,1,Gripping,3.75,Wood,88.7,121.0,71.0,74.0
22:43:47.929,1,Gripping,4.00,Wood,88.7,121.0,71.0,74.0
22:43:47.981,1,Gripping,4.25,Wood,88.7,121.0,71.0,74.0
22:43:48.032,1,Gripping,4.50,Wood,88.7,121.0,71.0,74.0
22:43:48.083,1,Gripping,4.75,Wood,88.7,121.0,71.0,74.0
22:43:48.138,1,Gripping,5.00,Wood,88.7,121.0,71.0,74.0
22:43:48.142,1,Gripping (Hold),5.00,Wood,88.7,121.0,71.0,74.0
22:43:50.579,1,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:43:53.012,1,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:43:55.442,1,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:43:56.452,1,Waiting,5.00,Wood,88.7,121.0,71.0,74.0
22:43:56.955,1,Release,0.00,Wood,88.7,121.0,71.0,74.0
22:43:59.383,1,Moving,0.00,Wood,88.7,121.0,71.0,74.0
22:44:00.391,1,Waiting,0.00,Wood,88.7,121.0,71.0,74.0
22:44:00.461,2,Gripping,0.25,Wood,88.7,121.0,71.0,74.0
22:44:00.512,2,Gripping,0.50,Wood,88.7,121.0,71.0,74.0
22:44:00.563,2,Gripping,0.75,Wood,88.7,121.0,71.0,74.0
22:44:00.614,2,Gripping,1.00,Wood,88.7,121.0,71.0,74.0
22:44:00.666,2,Gripping,1.25,Wood,88.7,121.0,71.0,74.0
22:44:00.718,2,Gripping,1.50,Wood,88.7,121.0,71.0,74.0
22:44:00.768,2,Gripping,1.75,Wood,88.7,121.0,71.0,74.0
22:44:00.820,2,Gripping,2.00,Wood,88.7,121.0,71.0,74.0
22:44:00.871,2,Gripping,2.25,Wood,88.7,121.0,71.0,74.0
22:44:00.924,2,Gripping,2.50,Wood,88.7,121.0,71.0,74.0
22:44:00.976,2,Gripping,2.75,Wood,88.7,121.0,71.0,74.0
22:44:01.030,2,Gripping,3.00,Wood,88.7,121.0,71.0,74.0
22:44:01.080,2,Gripping,3.25,Wood,88.7,121.0,71.0,74.0
22:44:01.131,2,Gripping,3.50,Wood,88.7,121.0,71.0,74.0
22:44:01.184,2,Gripping,3.75,Wood,88.7,121.0,71.0,74.0
22:44:01.235,2,Gripping,4.00,Wood,88.7,121.0,71.0,74.0
22:44:01.286,2,Gripping,4.25,Wood,88.7,121.0,71.0,74.0
22:44:01.339,2,Gripping,4.50,Wood,88.7,121.0,71.0,74.0
22:44:01.392,2,Gripping,4.75,Wood,88.7,121.0,71.0,74.0
22:44:01.443,2,Gripping,5.00,Wood,88.7,121.0,71.0,74.0
22:44:01.443,2,Gripping (Hold),5.00,Wood,88.7,121.0,71.0,74.0
22:44:03.873,2,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:44:06.305,2,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:44:08.737,2,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:44:09.748,2,Waiting,5.00,Wood,88.7,121.0,71.0,74.0
22:44:10.249,2,Release,0.00,Wood,88.7,121.0,71.0,74.0
22:44:12.674,2,Moving,0.00,Wood,88.7,121.0,71.0,74.0
22:44:13.683,2,Waiting,0.00,Wood,88.7,121.0,71.0,74.0
22:44:13.740,3,Gripping,0.25,Wood,88.7,121.0,71.0,74.0
22:44:13.792,3,Gripping,0.50,Wood,88.7,121.0,71.0,74.0
22:44:13.843,3,Gripping,0.75,Wood,88.7,121.0,71.0,74.0
22:44:13.895,3,Gripping,1.00,Wood,88.7,121.0,71.0,74.0
22:44:13.946,3,Gripping,1.25,Wood,88.7,121.0,71.0,74.0
22:44:13.997,3,Gripping,1.50,Wood,88.7,121.0,71.0,74.0
22:44:14.049,3,Gripping,1.75,Wood,88.7,121.0,71.0,74.0
22:44:14.100,3,Gripping,2.00,Wood,88.7,121.0,71.0,74.0
22:44:14.151,3,Gripping,2.25,Wood,88.7,121.0,71.0,74.0
22:44:14.203,3,Gripping,2.50,Wood,88.7,121.0,71.0,74.0
22:44:14.254,3,Gripping,2.75,Wood,88.7,121.0,71.0,74.0
22:44:14.307,3,Gripping,3.00,Wood,88.7,121.0,71.0,74.0
22:44:14.359,3,Gripping,3.25,Wood,88.7,121.0,71.0,74.0
22:44:14.410,3,Gripping,3.50,Wood,88.7,121.0,71.0,74.0
22:44:14.462,3,Gripping,3.75,Wood,88.7,121.0,71.0,74.0
22:44:14.513,3,Gripping,4.00,Wood,88.7,121.0,71.0,74.0
22:44:14.563,3,Gripping,4.25,Wood,88.7,121.0,71.0,74.0
22:44:14.615,3,Gripping,4.50,Wood,88.7,121.0,71.0,74.0
22:44:14.666,3,Gripping,4.75,Wood,88.7,121.0,71.0,74.0
22:44:14.717,3,Gripping,5.00,Wood,88.7,121.0,71.0,74.0
22:44:14.717,3,Gripping (Hold),5.00,Wood,88.7,121.0,71.0,74.0
22:44:17.148,3,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:44:19.580,3,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:44:22.024,3,Moving,5.00,Wood,88.7,121.0,71.0,74.0
22:44:23.036,3,Waiting,5.00,Wood,88.7,121.0,71.0,74.0
22:44:23.539,3,Release,0.00,Wood,88.7,121.0,71.0,74.0
