Timestamp,Cycle,Phase,Force_N,Material,Confidence,J1,J2,J3
21:56:58.105,1,Moving,3.03,Wood,86.0,0.0,0.0,0.0
21:56:58.157,1,Gripping,0.25,Wood,86.0,0.0,0.0,0.0
21:56:58.209,1,Gripping,0.50,Wood,86.0,0.0,0.0,0.0
21:56:58.263,1,Gripping,0.75,Wood,86.0,0.0,0.0,0.0
21:56:58.313,1,Gripping,1.00,Wood,86.0,0.0,0.0,0.0
21:56:58.365,1,Gripping,1.25,Wood,86.0,0.0,0.0,0.0
21:56:58.416,1,Gripping,1.50,Wood,86.0,0.0,0.0,0.0
21:56:58.468,1,Gripping,1.75,Wood,86.0,0.0,0.0,0.0
21:56:58.519,1,Gripping,2.00,Wood,86.0,0.0,0.0,0.0
21:56:58.571,1,Gripping,2.25,Wood,86.0,0.0,0.0,0.0
21:56:58.623,1,Gripping,2.50,Wood,86.0,0.0,0.0,0.0
21:56:58.676,1,Gripping,2.75,Wood,86.0,0.0,0.0,0.0
21:56:58.727,1,Gripping,3.00,Wood,86.0,0.0,0.0,0.0
21:56:58.779,1,Gripping,3.25,Wood,86.0,0.0,0.0,0.0
21:56:58.832,1,Gripping,3.50,Wood,86.0,0.0,0.0,0.0
21:56:58.884,1,Gripping,3.75,Wood,86.0,0.0,0.0,0.0
21:56:58.936,1,Gripping,4.00,Wood,86.0,0.0,0.0,0.0
21:56:58.988,1,Gripping,4.25,Wood,86.0,0.0,0.0,0.0
21:56:59.039,1,Gripping,4.50,Wood,86.0,0.0,0.0,0.0
21:56:59.090,1,Gripping,4.75,Wood,86.0,0.0,0.0,0.0
21:56:59.142,1,Gripping,5.00,Wood,86.0,0.0,0.0,0.0
21:56:59.143,1,Gripping (Hold),5.00,Wood,86.0,0.0,0.0,0.0
21:57:01.568,1,Moving,5.00,Wood,86.0,67.0,43.0,48.0
21:57:06.611,1,Waiting,5.00,Wood,86.0,67.0,43.0,48.0
21:57:09.038,1,Moving,5.00,Wood,86.0,67.0,23.0,36.0
21:57:09.540,1,Release,0.00,Wood,86.0,67.0,23.0,36.0
21:57:11.967,1,Moving,0.00,Wood,86.0,121.0,71.0,74.0
21:57:14.399,2,Moving,0.00,Wood,86.0,0.0,0.0,0.0
21:57:14.451,2,Gripping,0.25,Wood,86.0,0.0,0.0,0.0
21:57:14.503,2,Gripping,0.50,Wood,86.0,0.0,0.0,0.0
21:57:14.555,2,Gripping,0.75,Wood,86.0,0.0,0.0,0.0
21:57:14.607,2,Gripping,1.00,Wood,86.0,0.0,0.0,0.0
21:57:14.658,2,Gripping,1.25,Wood,86.0,0.0,0.0,0.0
21:57:14.709,2,Gripping,1.50,Wood,86.0,0.0,0.0,0.0
21:57:14.761,2,Gripping,1.75,Wood,86.0,0.0,0.0,0.0
21:57:14.813,2,Gripping,2.00,Wood,86.0,0.0,0.0,0.0
21:57:14.864,2,Gripping,2.25,Wood,86.0,0.0,0.0,0.0
21:57:14.915,2,Gripping,2.50,Wood,86.0,0.0,0.0,0.0
21:57:14.967,2,Gripping,2.75,Wood,86.0,0.0,0.0,0.0
21:57:15.018,2,Gripping,3.00,Wood,86.0,0.0,0.0,0.0
21:57:15.071,2,Gripping,3.25,Wood,86.0,0.0,0.0,0.0
21:57:15.123,2,Gripping,3.50,Wood,86.0,0.0,0.0,0.0
21:57:15.175,2,Gripping,3.75,Wood,86.0,0.0,0.0,0.0
21:57:15.227,2,Gripping,4.00,Wood,86.0,0.0,0.0,0.0
21:57:15.277,2,Gripping,4.25,Wood,86.0,0.0,0.0,0.0
21:57:15.329,2,Gripping,4.50,Wood,86.0,0.0,0.0,0.0
21:57:15.380,2,Gripping,4.75,Wood,86.0,0.0,0.0,0.0
21:57:15.430,2,Gripping,5.00,Wood,86.0,0.0,0.0,0.0
21:57:15.430,2,Gripping (Hold),5.00,Wood,86.0,0.0,0.0,0.0
21:57:17.859,2,Moving,5.00,Wood,86.0,67.0,43.0,48.0
21:57:22.901,2,Waiting,5.00,Wood,86.0,67.0,43.0,48.0
21:57:25.328,2,Moving,5.00,Wood,86.0,67.0,23.0,36.0
21:57:25.829,2,Release,0.00,Wood,86.0,67.0,23.0,36.0
21:57:28.253,2,Moving,0.00,Wood,86.0,121.0,71.0,74.0
21:57:30.681,3,Moving,0.00,Wood,86.0,0.0,0.0,0.0
21:57:30.733,3,Gripping,0.25,Wood,86.0,0.0,0.0,0.0
21:57:30.784,3,Gripping,0.50,Wood,86.0,0.0,0.0,0.0
21:57:30.836,3,Gripping,0.75,Wood,86.0,0.0,0.0,0.0
21:57:30.887,3,Gripping,1.00,Wood,86.0,0.0,0.0,0.0
21:57:30.938,3,Gripping,1.25,Wood,86.0,0.0,0.0,0.0
21:57:30.989,3,Gripping,1.50,Wood,86.0,0.0,0.0,0.0
21:57:31.041,3,Gripping,1.75,Wood,86.0,0.0,0.0,0.0
21:57:31.093,3,Gripping,2.00,Wood,86.0,0.0,0.0,0.0
21:57:31.144,3,Gripping,2.25,Wood,86.0,0.0,0.0,0.0
21:57:31.195,3,Gripping,2.50,Wood,86.0,0.0,0.0,0.0
21:57:31.246,3,Gripping,2.75,Wood,86.0,0.0,0.0,0.0
21:57:31.297,3,Gripping,3.00,Wood,86.0,0.0,0.0,0.0
21:57:31.350,3,Gripping,3.25,Wood,86.0,0.0,0.0,0.0
21:57:31.402,3,Gripping,3.50,Wood,86.0,0.0,0.0,0.0
21:57:31.454,3,Gripping,3.75,Wood,86.0,0.0,0.0,0.0
21:57:31.505,3,Gripping,4.00,Wood,86.0,0.0,0.0,0.0
21:57:31.555,3,Gripping,4.25,Wood,86.0,0.0,0.0,0.0
21:57:31.607,3,Gripping,4.50,Wood,86.0,0.0,0.0,0.0
